D‚formation,Contrainte (MPa)
-0.001522784,36.11749809
-0.001391158,44.44934176
-0.001261628,52.60582577
-0.001131084,60.40385297
-0.001001345,68.73242087
-0.000869055,76.70462397
-0.000740138,84.26958223
-0.000612913,92.39491396
-0.000477837,99.79611662
-0.000348066,107.4508676
-0.000218409,114.7796001
-8.82246E-05,121.7039816
4.86118E-05,128.3928722
0.00017383,134.4845999
0.000306619,139.8068471
0.000436371,145.0889499
0.000566917,149.533123
0.000699142,153.8816973
0.00082985,157.6256218
0.000957389,160.819994
0.001092584,164.1383301
0.001227613,166.9853569
0.001350866,169.3627403
0.001481993,172.1885486
0.001623682,174.1934367
0.001750301,176.1631264
0.001880603,178.3574357
0.002007883,179.96409
0.002139114,181.6691326
0.002267082,183.505839
0.002400617,184.7242726
0.002536531,186.1676223
0.002666402,187.6084082
0.002791323,188.5961572
0.002924736,189.9453089
0.003055861,191.1221992
0.003191966,191.9622187
0.003318579,193.1370713
0.003450706,193.8243212
0.003579041,194.7911754
0.003711771,195.7750724
0.003842839,196.3895098
0.00397004,197.32888
0.00410204,197.9692835
0.004231868,198.5182158
0.00436282,199.4020146
0.004492291,199.9089776
0.004628476,200.5519429
0.004756005,201.2431555
0.004884332,201.5430679
0.004806964,193.8014847
0.004676303,184.7007534
0.004543606,175.4691579
0.00441626,166.9987481
0.00427346,158.0403139
0.004143882,149.0422759
0.004014866,140.4804595
0.003877516,131.5264785
0.003746063,122.6012029
0.003617625,114.3173852
0.003482575,105.1734132
0.003355024,96.67565096
0.003219765,88.08031471
0.003092034,79.36183292
0.002958235,70.98551463
0.002831832,62.45278566
0.002689014,53.6282116
0.002567654,45.49539297
0.00242964,36.86254288
0.002303567,28.36029599
0.002170835,20.1430138
0.002041698,11.55846779
0.001912002,3.434848072
0.001772029,-4.958579858
0.001648382,-13.30408327
0.001517258,-21.22304314
0.001383199,-29.75047532
0.001257438,-37.68708745
0.001119141,-45.751954
0.000994008,-53.9997736
0.000862273,-61.72979444
0.00072955,-69.61308589
0.000600769,-77.88492371
0.000473383,-85.28857328
0.000334889,-93.25285938
0.000203954,-100.7413995
7.87328E-05,-107.8758192
-5.43981E-05,-114.9434601
-0.000182941,-121.2862893
-0.000321654,-127.1368662
-0.000442084,-132.9541508
-0.000575476,-137.6650109
-0.00070645,-142.394202
-0.000838905,-146.5050766
-0.000970906,-150.026223
-0.001099143,-153.4843278
-0.001232925,-156.4851033
-0.001361074,-159.3598457
-0.001492508,-162.1565687
-0.001623911,-164.2515941
-0.001755431,-166.6143127
-0.00188688,-168.7955251
-0.002020264,-170.5004361
-0.002149136,-172.5243776
-0.002281911,-174.0530981
-0.002410966,-175.4819458
-0.002540827,-177.2753781
-0.002673668,-178.4160093
-0.002805542,-179.6961817
-0.002934199,-181.043897
-0.003068053,-181.9007004
-0.003194035,-183.1840045
-0.003324753,-184.2034946
-0.003458585,-184.9772405
-0.003590157,-186.1628099
-0.003719293,-186.8639563
-0.003847444,-187.6248998
-0.003982665,-188.6339174
-0.004106865,-189.1678111
-0.004239664,-189.9541007
-0.004366518,-190.7343063
-0.00450655,-191.1314315
-0.00463005,-192.0390273
-0.004765699,-192.4584169
-0.004894894,-192.7910161
-0.004800801,-184.6484265
-0.004665699,-175.5002288
-0.00453495,-166.5452039
-0.004403554,-157.7837403
-0.00427674,-148.4674255
-0.0041394,-139.9931177
-0.004003231,-130.91306
-0.003870161,-121.8979854
-0.00373935,-113.3878341
-0.003607178,-104.3001766
-0.003476256,-95.39638257
-0.003345805,-86.96616527
-0.003211927,-77.67720291
-0.003073985,-69.05074779
-0.002954332,-60.49280847
-0.002811984,-51.66010029
-0.00268863,-43.17943096
-0.002554381,-34.55040365
-0.002419766,-25.65136145
-0.00228854,-17.51863552
-0.00216236,-8.705631082
-0.002026773,-0.44013425
-0.001895738,7.709842119
-0.001760756,16.11377113
-0.001636346,24.41083245
-0.001504505,32.59243494
-0.001373242,40.95559583
-0.001238595,48.87017317
-0.001111662,56.96465745
-0.000987948,64.88680938
-0.000851304,72.88260268
-0.000717094,80.8048945
-0.000588895,88.48745515
-0.000459828,96.20099061
-0.000328343,104.1134801
-0.000190145,111.1738388
-7.07746E-05,118.3964436
6.45416E-05,125.5976483
0.000189146,131.9534114
0.000323178,138.1704248
0.000457567,143.8070174
0.000588292,148.5356553
0.000719313,153.5767303
0.000849902,157.7718022
0.000976731,161.5256417
0.001111934,165.2850766
0.001238744,168.4289174
0.001362247,171.284688
0.001500833,174.1592321
0.001640543,176.5591597
0.001763548,178.9988832
0.001895205,181.2246892
0.002027116,182.9609195
0.002161924,185.0888426
0.002292986,186.6538387
0.002418526,188.215033
0.002551565,189.9806723
0.00268253,191.2472071
0.002809177,192.5625968
0.002937687,194.1308708
0.003078357,194.9969065
0.003203388,196.2188143
0.003338853,197.3960157
0.003467819,198.1423278
0.003600156,199.4102677
0.003620396,196.4601531
0.003609128,194.96784
0.0036025,182.2401998
0.00371967,189.5554096
0.003865977,197.3916438
0.003987219,200.0200075
0.004119067,201.6039402
0.004250715,202.516102
0.004386274,203.2374751
0.004519887,204.210837
0.004651515,204.7735196
0.004788979,205.3352063
0.004897324,205.2024672
0.004780519,196.2524156
0.004652348,187.3890917
0.004524459,178.7331441
0.004388565,169.8607173
0.004248029,161.154729
0.004121398,152.3398633
0.003987905,143.3783621
0.00385505,134.9770067
0.003723954,126.0294667
0.003589271,117.286119
0.003462272,108.8683451
0.003326449,100.0413784
0.003194402,91.34694614
0.003066865,82.9750561
0.00293165,74.22673945
0.002806389,65.96530521
0.002671856,57.2601228
0.002538839,48.72526635
0.002404086,40.47313541
0.002286312,31.98880823
0.002138609,23.434913
0.002008898,15.71418523
0.001880468,6.994584378
0.001751116,-1.214600852
0.001616083,-9.350992984
0.001491732,-17.75883623
0.00135562,-25.88243862
0.001225746,-33.88006294
0.001095627,-42.27078923
0.000960559,-49.90722172
0.000830258,-57.97105689
0.000701057,-66.03711349
0.000567281,-73.71821894
0.000439993,-81.49323843
0.000311694,-89.39171664
0.00017766,-96.76058114
4.2624E-05,-104.493836
-8.31113E-05,-111.5133048
-0.000214192,-118.4603265
-0.000340963,-125.1460457
-0.000476943,-130.9570586
-0.000602963,-136.640032
-0.000737196,-141.9036638
-0.000869877,-146.2489268
-0.001002464,-150.8219077
-0.001134451,-154.4660409
-0.001265542,-157.8541226
-0.001395222,-161.2947587
-0.001524873,-164.1289496
-0.00165536,-166.7251317
-0.001792569,-169.5697116
-0.001917709,-171.5773744
-0.002050801,-173.7334328
-0.002185134,-175.9080874
-0.002317967,-177.4556295
-0.002446167,-179.3825357
-0.00257783,-181.0530166
-0.00270562,-182.4937377
-0.0028429,-183.9430565
-0.002970016,-185.2164268
-0.003100923,-186.4218304
-0.003235362,-187.7573132
-0.003360543,-188.6994873
-0.003497668,-189.9291931
-0.003629572,-190.9355862
-0.003756139,-191.6448396
-0.003893484,-192.7622273
-0.004021492,-193.6007936
-0.004152222,-194.1922337
-0.004285201,-195.1709279
-0.004415245,-195.8004539
-0.004543285,-196.4473819
-0.004679327,-197.2498207
-0.004805105,-197.6199672
-0.004915688,-196.8236123
-0.004782741,-187.4941004
-0.004655,-178.1740338
-0.004524839,-169.371958
-0.004388222,-160.3675417
-0.004255795,-151.3888807
-0.004117024,-142.4548635
-0.003987254,-133.443833
-0.003856609,-124.4679383
-0.003719893,-115.8890207
-0.003584069,-106.7474601
-0.003452142,-97.87314176
-0.003317205,-89.18759106
-0.003192746,-80.29972492
-0.003055271,-71.68006355
-0.002925923,-62.97251356
-0.002795336,-54.0697112
-0.002665546,-45.70438942
-0.002523663,-36.69407299
-0.00239963,-28.25051664
-0.002267707,-19.99298474
-0.00213665,-11.26975004
-0.002005808,-2.908942538
-0.001872601,5.284027476
-0.001741371,13.94401247
-0.001605859,21.84116345
-0.001481437,30.06278934
-0.001344813,38.42200844
-0.00121835,46.35822597
-0.001087944,54.41954114
-0.00094953,62.64738454
-0.000819449,70.25490081
-0.000694241,78.3823454
-0.000560786,85.97136155
-0.00043359,93.61000503
-0.000302293,101.5743788
-0.000167242,109.0654556
-4.10408E-05,116.0799972
9.09446E-05,123.4737297
0.000222132,130.206694
0.00035312,136.8418234
0.000483492,142.82116
0.000620462,148.3584186
0.000745784,153.6232176
0.000882237,158.1577701
0.001008901,162.4192763
0.001144515,166.4957812
0.001273169,169.8062713
0.001407665,172.9883776
0.00153348,176.2927338
0.001670435,178.792271
0.001803037,181.4712788
0.00192779,183.9998346
0.002063351,185.9359397
0.002196115,188.2341824
0.002326873,190.1100667
0.002460573,191.6399938
0.002590449,193.6630376
0.002718601,195.0471435
0.002851603,196.292867
0.002984732,198.0390144
0.003114963,199.0442802
0.003242977,200.3611355
0.003378911,201.5394455
0.003505403,202.462489
0.003637016,203.5839541
0.00377506,204.3972892
0.003896174,205.304102
0.004028872,206.4172159
0.004160129,207.0819237
0.00429533,207.8060048
0.004427991,208.7075646
0.004554333,209.1247036
0.004689442,209.8989694
0.004818608,210.7795885
0.004901869,208.7484879
0.004775928,199.0175144
0.004636534,190.1004105
0.004503746,180.8600065
0.004376593,172.0795584
0.004238656,163.3346846
0.004107983,154.2587607
0.003974735,145.7164361
0.003838653,136.7842707
0.003708849,127.9391401
0.003581201,119.4480901
0.003441093,110.5282554
0.003313221,101.9653157
0.003180947,93.43308784
0.003043726,84.67883345
0.002917228,76.30974108
0.0027888,67.90598891
0.002648359,59.07286317
0.002518052,50.96143211
0.002394747,42.5050879
0.002252642,33.98016944
0.002123035,25.72262689
0.001998865,17.27642675
0.001862563,8.842801717
0.001733461,0.895521338
0.001601715,-7.57812214
0.001463927,-15.31608252
0.001340299,-23.64213899
0.001204758,-31.91551761
0.00107712,-39.69632662
0.00094143,-47.8237211
0.000814941,-55.99006376
0.000682069,-63.4335885
0.000554962,-71.74853759
0.000425958,-79.56151146
0.000289747,-87.10631814
0.000163066,-95.05330462
2.88429E-05,-102.4243488
-0.000101546,-109.6557788
-0.000232447,-116.9010802
-0.00035861,-123.4092684
-0.000496095,-129.7580583
-0.000620311,-135.7735892
-0.000759501,-141.027615
-0.000889188,-146.1664916
-0.00101971,-150.6773433
-0.001151324,-154.6835807
-0.001278901,-158.6685663
-0.001409548,-162.0051709
-0.001546615,-165.1663656
-0.001674041,-168.4474134
-0.001808166,-170.9334466
-0.001941034,-173.4559331
-0.002069802,-175.853038
-0.002201691,-177.7474182
-0.002334281,-180.0661967
-0.002465658,-181.970805
-0.002591205,-183.5161298
-0.002737062,-185.2602375
-0.002859732,-186.6670984
-0.002988953,-188.0200667
-0.003129051,-189.6791627
-0.003255754,-190.6818187
-0.003385703,-191.9396452
-0.003515083,-193.1927408
-0.003642671,-194.043834
-0.003779684,-195.1966017
-0.003909153,-196.2035649
-0.004040369,-196.917092
-0.004172381,-197.9304481
-0.004304887,-198.6896608
-0.004430405,-199.3071485
-0.004564999,-200.2453599
-0.004693929,-200.6323404
-0.004818277,-201.4671236
-0.004896526,-199.2698935
-0.004768582,-189.3878792
-0.004635319,-180.4171937
-0.004500023,-171.4608159
-0.004366954,-162.2431483
-0.004234075,-153.5630447
-0.004098383,-144.5596243
-0.003966409,-135.4231225
-0.003834077,-126.7860237
-0.003702854,-117.7457388
-0.003567146,-108.8513899
-0.003430407,-100.303921
-0.003304417,-91.31642021
-0.003172012,-82.6969029
-0.003041445,-74.05723609
-0.002907031,-65.0823269
-0.002772734,-56.36948639
-0.002639073,-47.93264654
-0.002512135,-39.06183784
-0.002379857,-30.78606658
-0.002247079,-22.05092613
-0.002118207,-13.69807361
-0.001980351,-5.181712269
-0.001855993,3.067077123
-0.001725279,11.17748975
-0.001589016,19.31912042
-0.00146296,27.64811966
-0.00132626,35.49827541
-0.001198854,43.8137026
-0.001065663,51.8292341
-0.000940977,59.43662927
-0.000796946,67.6561924
-0.000681785,75.4754151
-0.000541919,83.01457007
-0.000412739,91.18932453
-0.000283559,98.57698771
-0.000149104,106.2556984
-2.09796E-05,113.7352359
0.000110607,120.7411151
0.000244068,127.9359833
0.000380285,134.7773261
0.000503681,140.8983
0.000635768,147.0824219
0.000767162,152.4186783
0.000897915,157.5111992
0.00102751,162.2891616
0.001156881,166.3030822
0.001293042,170.3847107
0.001423699,174.013559
0.001556501,177.1007512
0.001681441,180.3570229
0.001816344,183.0816536
0.001955337,185.4767354
0.002086461,188.1617457
0.002211171,190.2000389
0.002342937,192.2611853
0.002472417,194.3561271
0.002607271,195.7374437
0.002743381,197.6238484
0.002867542,199.2049437
0.003001645,200.5432973
0.003128571,202.2620755
0.003266247,203.3041557
0.003387683,204.6180589
0.003523267,206.0048559
0.003659927,206.8122867
0.003786423,208.003988
0.003918334,208.9822103
0.00404721,209.7005018
0.004173641,210.8993873
0.00431351,211.4615104
0.004441026,212.1656674
0.004576986,213.0931579
0.004707355,213.5728749
0.004832269,214.279934
0.004884432,210.969851
0.004752728,200.9722136
0.004622324,192.2053196
0.004487843,183.1051582
0.004353986,174.1452228
0.004220289,165.5132371
0.0040981,156.5895608
0.003952023,147.6891114
0.003821301,139.0540921
0.003688925,130.0918392
0.003556365,121.5911832
0.003423798,112.8641205
0.003292298,104.3156954
0.003161273,95.60494475
0.003029525,87.01914355
0.002900786,78.46605422
0.002765262,70.21691303
0.002634265,61.37581601
0.002492701,53.11128972
0.002379948,44.78468019
0.002224277,36.32785788
0.002117835,28.15139141
0.001984167,19.67456053
0.001846159,11.37051463
0.001713316,3.384491041
0.001583125,-5.036862654
0.001446656,-12.98485149
0.001321843,-21.07425716
0.001190882,-29.40031342
0.001057377,-37.17003822
0.000930627,-45.38097032
0.000795964,-53.35778957
0.000667142,-61.04551339
0.000534637,-69.08952685
0.000404811,-76.79011787
0.000270272,-84.63827766
0.000136433,-92.47924912
6.37195E-06,-99.82930242
-0.000120373,-107.3755747
-0.00025102,-114.5757188
-0.000380433,-121.1832849
-0.000505121,-128.0302293
-0.000646746,-134.1738581
-0.000773355,-139.8245268
-0.000906127,-145.4569605
-0.001040719,-150.0022131
-0.001169194,-154.6299511
-0.001302463,-158.681991
-0.001427265,-162.3965713
-0.001563693,-165.9315829
-0.001693754,-169.0910969
-0.00182767,-171.9022091
-0.001956518,-174.8151335
-0.002077504,-177.004075
-0.002223085,-179.5063848
-0.002351229,-181.6824424
-0.00248128,-183.4347719
-0.002615981,-185.6336639
-0.002744994,-187.212899
-0.002878307,-188.7375732
-0.003002374,-190.6490484
-0.003137064,-191.7082236
-0.003270609,-193.1703782
-0.003398089,-194.5993074
-0.003531587,-195.5752456
-0.003663001,-196.8737365
-0.003797326,-197.8471151
-0.003920673,-198.8468356
-0.004059596,-199.9661315
-0.004186505,-200.5898993
-0.004325308,-201.6152603
-0.004447242,-202.3840477
-0.004582206,-202.9613784
-0.004708809,-203.9944539
-0.00484345,-204.4149855
-0.004874243,-200.3565694
-0.004751099,-191.0950263
-0.004615292,-181.6634558
-0.004479325,-172.8150723
-0.004345284,-163.9051798
-0.004210894,-154.7942516
-0.004081543,-146.0677108
-0.003941964,-137.0805858
-0.003805326,-128.1098919
-0.003682931,-119.4491758
-0.003545447,-110.4023498
-0.003411432,-101.5774062
-0.003286679,-92.95422682
-0.003150441,-84.17704196
-0.003012871,-75.44003709
-0.002884,-66.76719283
-0.00276447,-57.87325533
-0.002609879,-49.59101602
-0.002489786,-40.76381132
-0.002358036,-32.2694355
-0.002227331,-24.04637946
-0.002095829,-15.36861025
-0.00196877,-7.25514712
-0.001835687,0.972261324
-0.001701501,9.38064224
-0.001577687,17.5370039
-0.001435202,25.5424903
-0.001305659,33.65634531
-0.00118289,41.45769423
-0.00104845,49.63989593
-0.000915827,57.39164256
-0.00078206,65.32183675
-0.000659798,73.32482884
-0.000519359,80.87300943
-0.000397806,88.61638602
-0.000261723,96.39489634
-0.000132003,103.7641784
2.7536E-06,111.5216791
0.000131815,118.6897251
0.000260711,125.7108642
0.000389999,132.8099288
0.000519042,139.2208729
0.000653211,145.1932758
0.000783712,151.3657999
0.000916938,156.5754513
0.001041359,161.5819647
0.001180095,166.2041887
0.001310142,170.1109126
0.001440643,174.0977251
0.001569854,177.7774639
0.001702048,180.728182
0.001831185,183.9765262
0.001965887,186.6201874
0.002100642,189.2135468
0.002228276,191.677706
0.002355384,193.75539
0.00249255,195.8331073
0.002624765,197.9265815
0.002758944,199.4225983
0.002887172,201.3711823
0.00301747,202.868715
0.003153031,204.1265582
0.00327493,205.8258593
0.003407114,206.9824101
0.003541412,208.1378837
0.003673266,209.5047275
0.003794414,210.4301302
0.003932704,211.5798685
0.004069315,212.6341311
0.004197105,213.3026492
0.004329446,214.3193729
0.004460136,215.1095896
0.004590793,215.773243
0.004720487,216.5887432
0.004847799,217.2376567
0.004865443,212.0898797
0.004731503,202.5442561
0.00459772,193.3297536
0.004461901,184.6924502
0.004332447,175.8083129
0.004197615,166.5876283
0.004065906,157.8818676
0.003934484,149.1623732
0.003802836,140.1578108
0.003670757,131.8823276
0.00353796,122.7831121
0.003402718,114.1010105
0.003277981,105.7588739
0.003135709,97.00647136
0.003005601,88.40064802
0.002871967,80.248158
0.002750244,71.47326348
0.002608907,63.27064505
0.002483086,54.86272561
0.002350659,46.32906756
0.002214697,38.1808513
0.002091979,29.93219448
0.001956403,21.41984467
0.001824723,13.39176728
0.001693779,4.987138857
0.001559349,-3.079314219
0.001428357,-11.08775237
0.001300496,-19.54861669
0.001166407,-27.39812898
0.001038742,-35.29942156
0.000911955,-43.53471428
0.00077737,-51.23313396
0.000636643,-59.31404745
0.000511143,-67.21196194
0.00038346,-74.80942747
0.000249497,-82.76302814
0.000120128,-90.51406283
-9.55152E-06,-97.77641751
-0.000145985,-105.43306
-0.000266407,-112.6934334
-0.000397695,-119.663087
-0.000531641,-126.5458102
-0.000662671,-132.6615562
-0.000787024,-138.8679175
-0.000912675,-144.4114396
-0.001055493,-149.4711588
-0.001188231,-154.4211216
-0.001315028,-158.7373494
-0.001453176,-162.6086472
-0.001582549,-166.5332637
-0.001709672,-169.5157061
-0.001846405,-172.8758632
-0.001973667,-175.9174993
-0.002102168,-178.2549052
-0.002238374,-180.801696
-0.002368817,-183.2699473
-0.002504923,-185.0949264
-0.002629094,-187.3433393
-0.002760467,-189.0877727
-0.002892451,-190.6780022
-0.00302164,-192.5042027
-0.003152958,-193.9176361
-0.003288089,-195.2625474
-0.003417414,-196.8575726
-0.003548181,-197.8862449
-0.003683364,-199.2255609
-0.00381304,-200.3680357
-0.003945523,-201.1768194
-0.00407115,-202.4713622
-0.00420607,-203.310321
-0.004334673,-203.9662371
-0.004465997,-205.1008158
-0.004596987,-205.6615734
-0.004732095,-206.3539781
-0.00486401,-207.3296387
-0.004852417,-201.525501
-0.00472542,-192.0387183
-0.004595906,-183.0335024
-0.004457036,-173.7434147
-0.004330778,-164.8789321
-0.004189994,-155.9935713
-0.004054425,-146.9664166
-0.00392193,-138.2738363
-0.003795357,-129.2523104
-0.003657557,-120.3794347
-0.00352826,-111.5413191
-0.003387999,-102.8789286
-0.003262591,-93.98593474
-0.003126486,-85.62538779
-0.002990222,-76.67541127
-0.002867594,-68.04934658
-0.002731909,-59.29971669
-0.002605502,-50.81065644
-0.00247203,-42.25236845
-0.002334993,-33.91240944
-0.002207377,-25.38021286
-0.002081747,-17.28314074
-0.001948684,-8.713140114
-0.00181387,-0.677404545
-0.001679808,7.247931635
-0.001552351,15.65356117
-0.001418894,23.5303094
-0.001291236,31.43417626
-0.001160029,39.8200296
-0.00103014,47.50398909
-0.000895228,55.33075506
-0.000769445,63.45454389
-0.00063285,71.07725526
-0.000503674,78.86950758
-0.000371774,86.58833565
-0.000241188,94.08777205
-0.000115793,102.0329901
1.72724E-05,109.3104481
0.000149677,116.5879728
0.000278821,123.9774398
0.000410294,130.8832105
0.000538632,137.6316059
0.000671189,144.1710633
0.000805659,149.9722655
0.000932542,155.9345258
0.001061973,161.0057113
0.001191807,165.6515214
0.001331817,170.262655
0.001456931,174.0306206
0.001582094,177.9347828
0.001724507,181.4280715
0.00184777,184.7180906
0.001983547,187.6106756
0.002113118,190.3331538
0.002241182,192.6303839
0.002378783,195.1929648
0.002505556,197.1713147
0.002638128,199.3261518
0.002772566,201.2773121
0.002901372,202.778465
0.003029339,204.6208962
0.003162507,206.252573
0.00328801,207.4761301
0.003433856,209.1631403
0.003553979,210.3125237
0.003686269,211.4584621
0.003818813,212.7347846
0.003949039,213.6844686
0.004075662,214.7579599
0.004210516,215.6952841
0.004344572,216.5048966
0.004473997,217.5414336
0.004602577,218.1837705
0.004732919,218.9328991
0.004861779,219.7083341
0.004840979,212.9691
0.004710526,203.3638693
0.004580924,194.4042763
0.004448722,185.1859092
0.004307895,176.5202742
0.004175224,167.5005417
0.004049227,158.5035142
0.003912019,149.998217
0.003779157,141.0017929
0.003643808,132.4966669
0.003513144,123.8256495
0.00338182,115.1507989
0.003254568,106.7138838
0.003115717,98.22702624
0.002983948,89.51260525
0.00285833,81.26934334
0.002725348,72.71132051
0.002588721,64.52487637
0.002459753,56.17143843
0.002323961,47.68938697
0.002216413,39.42806965
0.002040688,31.25299367
0.001922246,22.83081654
0.00181549,14.84592872
0.001670475,6.302590731
0.001543632,-1.780364301
0.001404265,-9.553567944
0.001280008,-17.99220644
0.001151251,-25.87667208
0.00101858,-33.5949427
0.000882491,-41.9399062
0.000759145,-49.65193635
0.000626096,-57.62156726
0.000498419,-65.52767851
0.00036237,-73.13155154
0.000233095,-81.13331808
0.000103676,-88.70975097
-2.35171E-05,-96.08583514
-0.000157914,-103.8625332
-0.000290408,-111.078908
-0.000415888,-118.238014
-0.000554576,-125.2412271
-0.000683975,-131.5430579
-0.000811687,-138.0229228
-0.000944818,-143.767088
-0.00107779,-148.942566
-0.001199581,-154.1757534
-0.001335416,-158.7307602
-0.001466383,-162.8978575
-0.00159583,-166.9160185
-0.001727808,-170.2197232
-0.001860143,-173.7082496
-0.001982179,-176.6615753
-0.002124191,-179.3317914
-0.002256859,-181.9859584
-0.002391114,-184.2283688
-0.002512222,-186.4962902
-0.002652677,-188.6968942
-0.002773504,-190.2992581
-0.002910853,-192.4446666
-0.003039734,-194.1979898
-0.003172572,-195.5266225
-0.003301956,-197.2718889
-0.003434897,-198.6459148
-0.003559003,-199.7821763
-0.003700726,-201.2836883
-0.003831771,-202.1957708
-0.003958602,-203.3993141
-0.004086176,-204.5184952
-0.004222322,-205.3924082
-0.004347624,-206.5313776
-0.00448308,-207.2181202
-0.004606372,-207.9225131
-0.004744343,-208.9252756
-0.00487086,-209.3673911
-0.004835408,-202.2111183
-0.00469653,-192.8018143
-0.004569205,-183.4917128
-0.004435554,-174.7106112
-0.004302867,-165.615279
-0.004169038,-156.5851889
-0.004031194,-147.8535915
-0.003904079,-138.7985144
-0.003768879,-129.8833355
-0.003638312,-121.2880013
-0.003506727,-112.3437976
-0.003367423,-103.7732875
-0.003237038,-94.70043899
-0.003104091,-86.0613338
-0.002980747,-77.60365757
-0.002842967,-68.8176872
-0.00271541,-60.26078969
-0.002582039,-51.92394779
-0.002436343,-42.9647306
-0.002323436,-34.93055284
-0.002186637,-26.560118
-0.00205186,-18.05814587
-0.001925636,-10.0190607
-0.001794613,-1.810313806
-0.001660227,6.440413391
-0.001535432,14.32784309
-0.001395709,22.53385213
-0.001266618,30.31573845
-0.001141646,38.39540133
-0.001007205,46.35194791
-0.000874367,54.22105684
-0.000749593,62.17036079
-0.000617234,69.90860135
-0.000485773,77.51351411
-0.000353729,85.41854806
-0.000223824,92.94152873
-8.89559E-05,100.5836797
3.84234E-05,108.1961024
0.000165552,115.2166631
0.000296636,122.6735269
0.000427253,129.7764248
0.000558257,136.6487904
0.000697863,143.2953234
0.000819469,149.2109316
0.000951878,155.051558
0.001082296,160.7233825
0.001215687,165.4728337
0.001344179,170.4223393
0.001482727,174.3680302
0.001607291,178.294296
0.0017397,182.1557081
0.001868664,185.2657994
0.001999814,188.3185113
0.002129793,191.5152803
0.002265752,193.6993948
0.002394413,196.329387
0.002525982,198.5382462
0.002657805,200.5827381
0.002788514,202.6367233
0.002914903,204.5230132
0.003047298,206.1182994
0.003181393,207.954417
0.003314978,209.1911796
0.003442969,210.9015586
0.003565834,212.0039036
0.003704119,213.3445516
0.00383871,214.7255153
0.003966338,215.6659503
0.004098432,216.6900439
0.004229871,217.9420225
0.004351404,218.6815262
0.004490628,219.7831404
0.004624738,220.5143764
0.004750801,221.1484664
0.004886655,222.1370046
0.004822017,213.3951811
0.0046866,203.9645397
0.004552805,194.9634034
0.004423146,185.8082406
0.004288857,177.1223622
0.004154771,168.2834553
0.004025003,159.3007502
0.003892189,150.8707938
0.003757257,141.813203
0.003628784,133.2183407
0.003490722,124.7315562
0.00336221,115.8855862
0.003227118,107.5702885
0.003102135,99.0276549
0.002964497,90.35574807
0.002834602,82.14479091
0.002698669,73.61043554
0.002569417,65.25040846
0.002440024,56.98844183
0.002303125,48.40989578
0.002178048,40.43321014
0.002052986,32.07405994
0.001908697,23.77650026
0.001787598,15.82442453
0.001655601,7.225962611
0.001524829,-0.652066917
0.001391595,-8.521345164
0.001266298,-16.86245143
0.001128096,-24.63225139
0.001001337,-32.69866292
0.000858177,-40.68466229
0.000738252,-48.55331399
0.00060818,-56.60659734
0.000473383,-64.3251352
0.000346173,-71.99156332
0.000215735,-80.10842896
8.8053E-05,-87.37835404
-5.5335E-05,-95.09887742
-0.000175288,-102.7132897
-0.000305892,-109.8861711
-0.000439723,-117.423065
-0.000568076,-124.1402163
-0.000691273,-130.6115921
-0.000833215,-137.3086628
-0.000958932,-142.9692319
-0.001089109,-148.6275671
-0.00122628,-153.7937335
-0.001359143,-158.4507489
-0.001480658,-162.9709477
-0.001619979,-166.8865114
-0.001749013,-170.5920389
-0.001876421,-174.1387945
-0.002010664,-177.0127206
-0.002150776,-180.1428111
-0.002274702,-182.6712186
-0.002405257,-184.9016554
-0.002534495,-187.5701427
-0.002661577,-189.6231487
-0.002794808,-191.5204184
-0.002921227,-193.6980252
-0.003062751,-195.2260441
-0.003188235,-196.9318863
-0.003320359,-198.5958574
-0.003457132,-199.8550368
-0.003578975,-201.432919
-0.003715074,-202.4626685
-0.003838412,-203.7529042
-0.003978977,-205.070674
-0.004109204,-205.9152428
-0.004235415,-207.0217028
-0.004368128,-208.1261084
-0.004499839,-208.7874172
-0.004626893,-209.9217684
-0.004759532,-210.6090768
-0.004891538,-211.2129978
-0.004813201,-202.5726525
-0.004681365,-192.8705973
-0.004553003,-183.9214434
-0.004418785,-175.0630781
-0.004278296,-165.8391971
-0.004147917,-157.1747688
-0.004019442,-148.3156185
-0.003875753,-139.430502
-0.00374508,-130.5712702
-0.003618279,-121.5050609
-0.003482504,-112.8623835
-0.003351524,-104.357673
-0.003217218,-95.19054498
-0.003095318,-86.73414858
-0.002951929,-78.078201
-0.002824834,-69.29733742
-0.002692005,-61.00289276
-0.002558964,-52.3874258
-0.002437525,-43.89092041
-0.002289244,-35.61986134
-0.002166251,-27.20270958
-0.002032658,-19.0444261
-0.001907215,-10.79671652
-0.001775514,-2.631177879
-0.001643016,5.182709409
-0.001503917,13.79442185
-0.00138573,21.56247995
-0.00124807,29.40393995
-0.001118052,37.57127015
-0.000988089,45.34320177
-0.000856653,53.1822754
-0.000726431,61.24049643
-0.000596325,68.66976975
-0.000466156,76.65501333
-0.000339093,84.23430026
-0.000204794,91.75070015
-7.62265E-05,99.50317752
5.11397E-05,107.127509
0.000185551,114.3499343
0.000314889,121.6856798
0.000447969,128.5481053
0.000578666,135.7868426
0.000710463,142.2561787
0.000841048,148.4751233
0.000967946,154.5613789
0.001099594,160.0382705
0.001232528,165.3181079
0.001360941,169.8676009
0.001486969,174.4043874
0.001625858,178.5427125
0.001756425,182.1412228
0.001885428,185.5292064
0.002017809,188.8581946
